aaab 昌明
tvbkf 茫然
tvbkg 養雞
tvbm 甚且
tvbmc 農具
tvbni 花辰月夕
tvbni 花晨月夕
tvbvg 農墾
tvcbu 苫眼鋪眉
tvck 養父
tvcsh 養分
tvcss 艱鉅
tvdbn 芒刺
tvdd 農林
tvddi 農村
tvddp 農林廳
tvdvi 農機
tvdyk 農校
tvebd 艱深
tvehr 養活
tvesm 艱澀
tvfdj 養料
tvffo 草長鶯飛
tvfke 英姿煥發
tvgah 農場
tvgp 養志
tvgpd 農地
tvgte 羯鼓
tvhaf 養鳥
tvhap 美女簪花
tvhbd 農學
tvhdg 芒種
tvhdj 農科
tvhdu 農學院
tvhea 農復會
tvheu 前狼後虎
tvhjf 萬縷千絲
tvhkd 農牧業
tvhqk 農牧
tvhqm 養生
tvhs 農戶
tvhse 甚殷
tvhxh 養身
tvhyt 蓑笠
tvici 甚麼
tvicy 萎靡
tvifl 養神
tvifl 農神
tvihs 養成
tvirm 甚或
tvitc 養廉
tvitq 共襄盛舉
tvjii 農專
tvjkp 養老
tvjln 農事
tvjmo 養家
tvjmo 農家
tvjpc 養老金
tvjpu 養老院
tvjse 英姿勃發
tvjsp 若喪考妣
tvjss 英姿勃勃
tvke 農友
tvkfv 鞭長駕遠
tvkii 姜太公
tvklb 葛布
tvkmb 養病
tvkok 草根大使
tvkv 藍縷，敝衣
tvkvc 羊很狼貪
tvkvc 羊狠狼貪
tvkwc 敬姜猶績
tvlfy 燕安鴆毒
tvlij 養蜂
tvm 農工
tvmah 養豬場
tvmao 莫衷一是
tvmaq 農曆年
tvmbb 首鼠兩端
tvmbl 甚而
tvmbu 鑿壞而遁
tvmer 美女破舌
tvmfe 鞭長不及
tvmfe 鞭長不及馬腹
tvmfu 養不起
tvmgd 養珠
tvmgy 甚至於
tvmha 農曆
tvmhi 莫展一籌
tvmig 甚至
tvmmk 農政
tvmnd 農副業
tvmnm 養殖
tvmoa 養豬
tvmui 養蠶
tvmuy 燕安酖毒
tvnbd 典妻鬻子
tvnbq 甚解
tvnd 養子
tvnd 鞍子
tvndh 姜子牙
tvnfd 養魚池
tvnlo 艱險
tvo 農人
tvobs 並威偶勢
tvodq 首要條件
tvoma 農會
tvomc 養兵
tvomr 農舍
tvond 養氣
tvooh 養傷
tvoos 農作
tvord 農保
tvosh 農作物
tvphm 養性
tvpuc 萎頓
tvpyv 農忙
tvqdt 農耕
tvqew 農技團
tvqje 農技
tvqo 農夫
tvqti 農耕機
tvqto 農耕隊
tvrpl 農民節
tvrvp 農民
tvsqf 鞍馬
tvss 艱巨
tvtaj 芒草
tvtbe 葛藤
tvtcb 萎黃病
tvtcd 農業
tvtds 農業區
tvtds 農業局
tvtdw 農業國
tvtem 蔚越夔隆
tvtev 茫茫
tvtgi 農藝
tvtjr 艱苦
tvtke 鞭長莫及
tvtmm 葳蕤
tvtog 艱難
tvtri 艱苦的
tvtvd 農藥
tvtvf 茫茫然
tvtvg 農莊
tvtwu 養威蓄銳
tvv 養女
tvvdn 養樂多
tvve 農奴
tvvfa 萎縮
tvvfm 農經
tvvfr 鞍轡
tvvhl 農鄉
tvvmf 農經系
tvvnd 甚好
tvvou 鑿壞以遁
tvvsb 農婦
tvw 農田
tvwd 艱困
tvwd 芒果
tvwgv 農園
tvwup 瓶竭罍恥
tvwyi 養母
tvybc 艱貞
tvyhv 蓑衣
tvyib 養育
tvykm 農產
tvyln 舊恨新仇
tvymh 農產物
tvyml 農試所
tvymr 農產品
tvynk 英姿颯爽
tvyre 養護
tvysc 黼衣方領
tvytj 艱辛
twahp 革圖易慮
twbuo 羞面見人
twcbk 花團錦簇
twccs 菸酒公賣局
twccu 蓄銳
twcjc 藩鎮
twd 苗木
twdmb 曲柄
twdpe 曲棍球
twe 蓄水
tweed 蓄水池
tweup 革面洗心
twfkc 菌類
twfwo 對酒當歌
twgis 蓄勢
twgvp 蒙面喪心
twhda 茴香
twhdc 蓄積
twhdg 菌種
twhed 前因後果
twhgg 難當重任
twhgi 藍田種玉
twhmi 藍田生玉
twhss 蘭房
twhyg 藩籬
twill 蘭州
twioa 美國之音
twiob 蕭牆之禍
twisp 羞惱成怒
twite 曲度
twjbm 曲直
twjbm 暮四朝三
twjjw 曲軸
twllj 曲牌
twmbr 薰蕕不同器
twmdb 苗栗市
twmdf 苗栗縣
twmii 芝蘭玉樹
twmnm 蕃殖
twmtc 苗頭
twmud 蓄電池
twmwd 苗栗
twnbq 曲解
twnd 曲子
twngm 苗疆
twnhk 蘭陽溪
twnlh 蘭陽
two 苗人
twokq 革面斂手
twold 苗條
twooj 菌傘
twoqm 芭蕾舞星
twoqw 芭蕾舞團
twpav 蓄恨
twpep 革面悛心
twqhl 曲折
twsei 藩屬
twshk 蓄髮
twsjb 曲臂
twsmv 酋長
twso 曲尺
twsvk 蓄長髮
twtaj 蘭草
twtcn 首當其衝
twthk 薔薇
twtjp 革面革心
twtko 黼國黻家
twtkr 蘭若
twtkr 蕃茄
twtop 蘭花
twtov 蓄養
twtrw 蕃茄醬
twtwa 蕃薯
twuhc 蘭嶼
twuoc 苗嶺
twvee 曲線板
twvek 曲線美
twvfd 蘭因絮果
twvfe 曲線
twvff 蕾絲
twvff 菌絲
twwcr 薰蕕異器
twwib 苗圃
twyij 曲率
twyra 曲譜
twyrb 曲調
twyrd 蓄謀
twysk 苗族
twytp 蓄意
twyut 芳蘭竟體
twyvb 苗裔
txa 舊日
txagi 舊時
txanj 舊聞
txbkf 蕭然
txbll 革舊鼎新
txcu 舊金山
txegi 舊法
txgpd 舊地
txgym 舊址
txhbn 舊制
txhdb 舊稱
txhol 革舊從新
txipm 舊式
txjal 舊都
txjbf 蕭索
txjdk 舊教
txjln 舊事
txjvd 舊案
txke 舊友
txkng 舊大陸
txlag 舊書攤
txlbv 舊帳
txlga 舊書
txmaq 舊曆年
txmfg 共濟一堂
txmgh 蕭瑟
txmha 舊曆
txmlb 舊雨
txmmp 舊惡
txo 舊人
txoab 蕭伯納
txocg 舊貨攤
txocr 舊俗
txold 蕭條
txoos 舊作
txoq 舊年
txoqc 舊債
txorn 舊創
txpav 舊恨
txpqb 舊情
txqjl 舊邦
txqjl 蕭邦
txsei 舊屬
txsjr 舊居
txsqm 普濟群生
txtcd 舊業
txtgu 舊觀
txtgw 蕭薔
txtlx 蕭蕭
txvfi 舊約
txvnd 舊好
txwom 普濟眾生
txwpp 舊思想
txwwl 革舊圖新
txyck 舊交
txyhv 舊衣
txylb 舊市
txymh 舊歲
txyrl 舊部
txytn 蕭颯
txyup 舊道德
txyve 舊衣服
txyyd 舊遊
tydxu 養晦韜光
tyemw 菸酒
tyewu 菸酒稅
tyhei 前仆後繼
tyhei 前赴後繼
tyher 前仆後踣
tyhmo 荼毒生靈
tyhmp 荼毒生民
tyhqc 菲律賓
tykf 菸灰
tykfm 菸灰缸
tymfv 萎靡不振
tymkd 黃梅天氣
tynum 芒寒色正
tyofs 苦海無邊
tyooj 苦海無邊，回頭是岸
tyoti 菲儀
tyotk 曲終人散
typcr 敬終慎始
tyqfu 菸捲
tyqkg 曲終奏雅
tysnb 首下尻高
tytaj 菸草
tytei 菲薄
tytpd 菸葉
tytyb 菸蒂
tyvff 菸絲
tywim 菲國
tywmg 共赴國難
tywpu 義海恩山
tyyj 菸斗
uan 山門
ubaii 崇論閎議
ubaog 豈有是理
ubcbv 山雨欲來風滿樓
ubcgp 山崩鐘應
ubcii 崇論谹議
ubcl 山腳
ubcoo 山雨欲來
ubefo 山膚水豢
ubehs 山清水秀
ubehs 山明水秀
ubelc 崩潰
ubeom 山高水低
ubesv 山高水長
ubeya 山餚海錯
ubeyp 山南海北
ubeyv 山高水遠
ubeyv 山崩水竭
ubeyx 山崩海嘯
ubgam 崩塌
ubgby 崩坍
ubgdm 山崩地塌
ubgdv 山崩地裂
ubgdx 山崩地陷
ubgdy 山崩地坼
ubhbv 山高皇帝遠
ubheb 出爾反爾
ubhet 崩盤
ubhv 山脈
ubhw 山貓
ubior 出內之吝
ubior 出納之吝
ubjbm 峭直
ubjii 崇論宏議
ubkbr 出師有名
ubkdc 出清存貨
ubkg 山雞
ubllv 山崩川竭
ublpb 崙背
ubmag 崇墉百雉
ubmfn 出師不利
ubmki 峭論更議
ubmnm 崩殂
ubmnv 崩裂
ubmv 山腰
ubnbq 崩解
ubnlx 崩陷
ubnmp 峭急
uboe 山腹
ubofr 出師無名
uboof 出有入無
uboyt 崗位
ubpu 山胞
ubqik 峭拔
ubrfb 崗哨
ubrii 崇論吰議
ubsjg 峭壁
ubter 崩落
ubtkr 崗警
ubtu 山岡
ubu 嵩山
ubwno 山餚野蔌
ubypg 豈有此理
ubyql 崩逝
ubyrn 崗亭
ubyt 峭立
uc 山金
ucaee 山洪暴發
ucdw 嶺東
ucebo 山頂洞人
uceev 山積波委
ucejm 崗頭澤底
ucfee 山洪爆發
uciog 巖穴之士
ucion 岐黃之術
ucjbj 嶺南
ucmfb 出其不備
ucmfb 出其不意，攻其不備
ucmfb 出其不意，攻其無備
ucmfb 出其不意，掩其不備
ucmfk 出其不虞
ucmfp 出其不意
ucmgc 顓頊
ucmrw 出頭露面
ucoqj 出輿入輦
ucor 山谷
ucqkj 出類拔萃
ucrvp 顓民
ucuhj 巔峰
ucukw 獃頭獃腦
udbgw 峻宇雕牆
udbhw 峻宇彫牆
udbru 山地同胞
udd 山林
uddi 山村
uddm 山楂
uddp 山麓
udhed 出乎反乎
udlnb 出謀劃策
udncj 出乎預料
udnpi 山林隱逸
udsib 出乎尋常
udufd 崢嶸
udw 山東
udwu 山東省
udypj 出乎意料
udypv 出乎意表
udypy 出乎意外
ue 山水
ueaa 山澗
uebcb 函購
uebr 山洞
ueebr 函洞
ueegi 峻法
ueeyo 山陬海澨
uehop 峻德
uehuw 出版自由
uejbf 函索
uelm 山水畫
uelvk 函數
uemfb 出沒不常
uemr 山河
uemru 岌岌可危
uenmp 峻急
ueofb 出沒無常
ueofo 出沒無定
ueohq 函件
ueoii 函令
ueorh 炭水化合物
ueoti 出雙入對
ueoyg 出奴入主
ueqbe 函授
ueqeg 函授班
ueqss 峻拒
uermr 岐路
uetb 山溝
uetc 山洪
uetmc 岐黃
uetor 出水芙蓉
ueufb 峻峭
ueuoc 峻嶺
uewnq 山殽野湋
ueym 山海經
ueync 豐取刻與
ueyon 峻刻
ueyt 山海關
ufalr 函索即寄
ufbd 顓孫.端木
ufcb 山脊
ufcst 炭盆
ufetq 崇洋
uff 炭火
uffbr 崇尚
uffdb 炭精
uffmu 崇光
ufhja 崇拜者
ufhjt 巍然聳立
ufhlq 炭筆
ufhop 崇德
ufhqj 崇拜
ufjmt 巍然矗立
ufjmt 峨然矗立
ufjri 山不轉路轉
ufkid 巋然獨存
ufmfs 巋然不動
ufop 炭化
ufoph 炭化物
ufoyr 崇信
ufqeu 嶽宗泰岱
ufqkq 崇奉
uftrk 崇敬
ufu 崇山
ufvkm 艷紫妖紅
ufyrb 崇高
ufyuu 岸然道貌
ugde 山坡
ugdq 山地舞
uged 山坡地
ugehe 山重水復
ugele 山重水複
ughmf 豐屋生災
ugiob 豐屋之過
ugiob 豐屋之禍
ugiot 豐屋之戒
ugis 山勢
ugis 山城
ugmrw 山童石爛
ugnmf 豐屋延災
ugoil 出聖入神
ugpd 山地
ugsjg 崖壁
ugtlo 豐屋蔀家
uguhi 崔巍
ugumj 崖岸
ugvs 山坳
ugwud 崇雅黜浮
ugykh 出土文物
uhdc 山積
uheya 山珍海錯
uheyd 山珍海味
uhni 山風
uhom 山徑
uhsrd 豈弟君子
uhvf 山系
uhxv 山鼠
uhybf 豔陽高照
uiab 幽明
uiahu 峨眉
uian 幽門
uiauu 峨眉山
uiaya 幽暗
uibac 幽冥
uibkf 巍然
uicor 幽谷
uiddf 幽禁
uiebd 幽深
uiebd 幽浮
uiehh 峨峨湯湯
uieln 山峙淵渟
uieln 嶽峙淵渟
uieqq 峨峨洋洋
uifl 山神
uihda 幽香
uihpc 山陰乘興
uiiku 蚩尤
uijib 峨冠博帶
uikhi 幽獨
uimbo 幽靈
uimhg 幽雅
uimii 幽魂
uimoi 幽靈機
uinup 幽怨
uio 幽人
uiodu 出將入相
uioed 出淺入深
uioep 出雲入泥
uioil 出鬼入神
uioma 幽會
uionj 山公倒載
uipjc 幽憤
uipqb 幽情
uiqbd 幽靜
uiqhk 出醜揚疾
uirwk 幽咽
uisjr 幽居
uitaw 幽蘭
uitgk 幽美
uithh 巍巍蕩蕩
uiuau 峨嵋
uiuhi 巍巍
uiuhi 巍峨
uiuii 幽幽的
uiuuu 峨嵋山
uiuvi 幽幽
uiwfk 幽默
uiwkp 幽默感
uiwo 幽囚
uiwp 幽思
uiyfe 山陰道上，應接不暇
uiyjo 幽邃
uiykm 山陰夜雪
uiykp 出醜放乖
uiypi 出公忘私
ujbkf 岸然
ujmtc 岸頭
ujpv 山老鼠
ujsvd 豐草長林
ujtd 山寨
ujvfu 峰巒
ujvkp 巔峰狀態
ujyhs 岸邊
ujym 岸上
ukate 凶暴
ukauu 凶巴巴
ukduk 函矢相攻
ukebr 巖洞
ukheh 豈敢毀傷
ukhoo 凶徒
ukjc 巖穴
ukjhp 凶宅
ukjln 凶事
ukkce 凶殺
ukked 凶殺案
ukkht 凶猛
ukkhu 凶犯
ukkhv 凶狠
uklmo 凶兆
ukmfp 出敵不意
ukmmp 凶惡
ukmni 凶殘
ukmr 巖石
uknlo 凶險
ukomm 出文入武
ukond 獃氣
ukond 凶氣
ukoq 凶年
ukpaj 凶悍
ukq 凶手
ukqdu 凶耗
ukrrr 凶器
ukykd 幽默文學
ukypy 出敵意外
ulbkf 嶄然
ulfdo 山川米聚
ulll 山川
ulmpf 凶神惡煞
ulnbg 岬角
ulnit 凶神附體
ulnom 山川險阻
ulobg 山中無好漢，猢猻稱霸王
ulojo 出神入定
uloop 出神入化
ultdu 山節藻梲
ulydl 嶄新
umcw 山西
umeug 山砠水崖
umlln 山止川行
ummcd 出一頭地
umnc 山頂
umnsc 崇本務實
umoa 山豬
umokg 山上無老虎，猴子稱大王
umomp 出生入死
umouq 崧生岳降
umqlj 崇本抑末
umro 山歌
umtc 山頭
umubr 崆峒
umubu 崆峒山
umuhi 嵯峨
umwu 山西省
umytb 出生證明
uneja 山吟澤唱
unelt 山窮水盡
unevl 山窮水斷
unevu 山窮水絕
uneya 山行海宿
ungrh 凶多吉少
unipk 出門應轍
unle 山陵
unlh 山陽
unli 山陰
unlr 山阿
unmdd 出處殊途
unmdg 出處殊塗
unmro 凱歌
unnok 豐亨豫大
unono 出夷入險
unork 出門合轍
unpsh 剴切
unqtk 凱撒
unvrc 出門如賓
unygv 出處進退
unyon 凱旋門
unyrk 出處語默
unyso 凱旋
unyt 屹立
uo 山人
uocor 峽谷
uoevn 峽灣
uogut 出入境證
uohhj 山人自有妙計
uohmp 出入生死
uoili 出入神鬼
uom 山丘
uomcd 出人頭地
uommr 崎嶔歷落
uomr 嵌石
uomu 山岳
uoofa 出入無間
uoor 幽靈人口
uoowy 出入人罪
uoviu 出入將相
uoygy 出人望外
uoypj 出人意料
uoypv 出人意表
uoypy 出人意外
upbjm 崑腔
upem 岷江
upmri 出乖露醜
upmtg 出乖弄丑
upmyb 出此下策
upnd 崽子
upohm 出死入生
uptw 崑曲
upu 崑山
upubu 崑崙山
upuob 崑崙
upvlv 出死斷亡
upyon 崑劇
uqhit 出手得盧
uqoih 凶年饑歲
uqqkj 出群拔萃
uqupa 嶙峋
ur 山口
uragn 山河易改，本性難移
urcgc 崔吉鈕龔
urcjv 嶄露鋒芒
urebr 岩洞
ureyb 山容海納
urhns 出奇制勝
uriok 岸谷之變
urisj 出口成章
urisj 出言成章
urisj 出語成章
urjcn 巖居穴處
urllu 巖居川觀
urlnb 出奇劃策
urmcb 嶄露頭角
urmff 出言不遜
urmfn 出奇不窮
urmks 出奇致勝
urmmr 嶔崎歷落
urmr 岩石
urmr 山路
urmrf 岩礁
urmrp 山枯石死
urmrr 崟崎磊落
urmrr 嶔崎磊落
urofk 出言無狀
urofn 出奇無窮
uroho 出口傷人
uromi 崇佑企專
urosj 出口入耳
urqvg 山河表裡
urrgd 出言吐氣
urrgd 出詞吐氣
urrgr 出言吐詞
urrgr 出言吐語
ursca 岩層
urses 出奇取勝
ursfb 岩屑
ursjg 岩壁
urswt 岩鹽
urtcu 出何典記
urumj 岩岸
urusr 崎嶇
urvie 岩漿
urvmc 出何經典
uryub 出谷遷喬
usgpp 豐功懿德
ushsr 豐臣秀吉
usitf 豐功盛烈
usjr 山居
usmcp 豐功碩德
usmdn 豐功厚利
usmhc 山虧一簣
usoqc 豐功偉績
usoqd 豐功偉業
usrr 山區
usthp 豐功茂德
utamo 豈是
utbho 豐腴
uteag 豐潤
utejb 豐沛
utejc 豐濱
utetb 豐滿
uteyr 山盟海誓
utgrn 出世超凡
uthdp 豐稔
uthnc 出盡風頭
uthon 豐衍
utibp 豈能
utifw 豔福
utist 豐盛
utjmw 豐富
utjwc 豐實
utlcr 豐裕
utlk 豔史
utlmy 豈非
utmad 豐厚
utmd 山芋
utmf 豈不
utmfb 豐原市
utmfo 豈不是
utmfs 屹立不動
utmfu 屹立不搖
utmhf 豐原
utmjk 豈敢
utmmp 豔麗
utmnr 豈可
utmrc 豐碩
utnhk 豔陽天
utnlh 豔陽
utnot 豐登
utnst 豐盈
utoam 豈但
utod 山茶
utog 山難
utoiu 豐饒
utoq 豐年
utoqf 豐年祭
utq 山羊
utrc 豈只
utryo 豐足
uttgk 豐美
uttgo 豔羨
utvd 山藥
utvg 山莊
utvlk 豐收
utygq 出世離群
utylm 豈止
utyri 豔詩
utywb 豔遇
uuan 出門
uuanr 出閣
uuaoc 出題
uuate 兇暴
uubb 山崩
uubcu 出脫
uubu 山崗
uubud 出亂子
uucii 出錢
uucsu 出岔
uucta 出錯
uucud 出岔子
uudoo 出來
uue 出水
uuefj 嵬目鴻耳
uuemj 出汗
uuene 出沒
uuenu 山光水色
uueoy 出海
uueqb 出清
uuequ 出洋相
uuetu 出港
uueyr 山包海容
uueyv 山遙水遠
uufdk 出糗
uufyt 出爐
uug 出土
uugah 出場
uugds 山搖地動
uugej 出聲
uugi 出去
uugor 出超
uugou 崛起
uugwc 出賣
uugyo 出走
uugyu 出境
uuhbt 出血
uuhbu 出自
uuhdm 出租
uuhfd 出乎
uuhgs 出動
uuhj 山峰
uuhmd 出生地
uuhmj 出生率
uuhmn 出生別
uuhn 山嵐
uuhnc 出風頭
uuhom 出征
uuhqm 出生
uuhqq 出出律律
uuhrb 出師
uuhtb 出幽升高
uuhup 出息
uuhxh 出身
uuhyn 出航
uuhyp 出籠
uuifk 出廠
uuifl 出神
uuifw 艷福
uuing 出庭
uuipg 出塵
uuitb 出席
uujc 山巔
uujeq 出擊
uujjn 出軌
uujln 艷事
uujln 出事
uujlv 出妻
uujmo 出家
uujoo 出家人
uujtc 出賽
uujtg 出塞
uujvd 兇案
uukce 兇殺
uukhk 出獄
uukht 兇猛
uukhv 兇狠
uukjt 出奔
uukk 山嶽
uukmr 出奇
uukr 山崎
uuks 出力
uul 酆鮑史唐
uuleg 出版社
uulga 出書
uulle 出版
uumg 山崖
uumgu 出現
uumji 崑山工專
uummf 出示
uummp 艷麗
uummp 兇惡
uumnc 出殯
uumni 兇殘
uumnn 出列
uumoc 出資
uumr 山岩
uumtc 出頭
uumwi 出醜
uumwl 出面
uunau 艷色
uunau 出色
uuner 出發點
uunhk 艷陽天
uunir 出名
uuniy 出外
uunlh 艷陽
uunlo 兇險
uunlo 出險
uunlu 出院
uunoe 出發
uunyf 出外景
uuo 出入
uuo 出人
uuoc 山嶺
uuodb 出氣筒
uuog 出仕
uuogr 出售
uuogu 出入境
uuohg 出任
uuojk 出使
uuomc 出價
uuomc 出兵
uuond 出氣
uuonu 覬覦
uuopc 出貨
uuor 出入口
uuota 出借
uuotq 艷舞
uuouk 出缺
uupaj 兇悍
uupt 出世
uuq 兇手
uuq 出手
uuqrd 出操
uuqsr 出招
uur 出口
uurji 出戰
uurmr 出路
uuroc 出口貨
uurrr 兇器
uurrr 出品
uuryb 出口商
uusqf 出馬
uussr 出局
uutcp 出恭
uuter 出落
uutgo 艷羨
uutmh 出芽
uutms 出勤
uutqm 出差
uuu 出山
uuuec 崇山峻嶺
uuueo 岐出岐入
uuuti 崦嵫
uuvbc 出納員
uuvfb 出納
uuvjo 出嫁
uuvku 出狀況
uuvtc 兇嫌
uuwim 出國
uuwjr 凶相畢露
uuwlo 出眾
uuwrd 出點子
uuygp 出主意
uuykm 出產
uuypn 出處
uuypy 出自意外
uuyrh 出診
uuyrv 出讓
uuysy 出於
uuytu 出道
uuyub 出幽遷喬
uuyv 出亡
uuyvn 出遠門
uuyvv 出巡
uuyyd 出遊
uvcro 山棲谷飲
uvcro 巖棲谷飲
uvcrp 巖棲谷隱
uvear 山長水闊
uvecj 嵬眼澒耳
uveyv 山長水遠
uvfu 山巒
uvjcn 巖棲穴處
uvrov 豐衣足食
uvuhi 崴嵬
uvvig 出震繼離
uvwy 山姆
uwahl 出陳易新
uwdac 巖岫杳冥
uwgn 山野
uwguy 豐牆墝下
uwkge 山東大鼓
uwnnd 豐富多采
uwrri 峰迴路轉
uwubm 豐牆峭阯
uwybi 嶺東商專
uyefd 出淤泥而不染
uym 山上
uynfd 凶終隙未
uytu 山道
uyypv 出於意表
uyypy 出於意外
vaafh 繪影
vaafh 縮影
vabmc 繪具
vachb 織錦
vachu 樂昌分鏡
vacir 紡織公司
vadhe 響板
vadvi 織機
vadwt 如日東升
vae 縮水
vaeir 縮減
vaenr 以指測河
vaf 縮小
vafaw 絢爛
vagej 響聲
vagou 響起
vaguo 響起來
vahm 女星
vahnv 繪製
vahoe 婚後
vahok 響徹
vahqh 織物
vaiff 以白為黑
vaifl 以書為御
vaift 婚禮
vaihs 繪成
vaihs 織成
vaihs 縮成
vaiop 響應
vaiou 樂昌之鏡
vaite 響度
vajav 婚宴
vajhf 縮寫
vajkf 娼寮
vajln 婚事
vakbi 織布機
vakbk 織布廠
vaklb 織布
valga 婚書
valgm 繪畫
valib 織補
valmk 如日中天
valti 織襪
vameu 樂昌破鏡
vamgn 縮到
vamib 斷簡殘編
vamib 斷簡殘篇
vamii 斷香零玉
vammj 紅日三竿
vammp 絢麗
vamtc 縮頭
vamuo 斷層現象
vamwu 婚配
vaofr 鸞音鶴信
vaokt 縮短
vaqbw 斷層掃描
vaqun 以指撓沸
varnw 響叮噹
varww 響噹噹
vasef 縮緊
vaso 縮尺
vasqf 響馬
vasup 響尾蛇
vatbn 婚前
vatcb 婚期
vatop 織花
vauu 繪出
vauu 織出
vav 織女
vavam 織女星
vavfh 婚紗
vavfi 婚約
vavfk 婚變
vavfl 縉紳
vavik 以日繼夜
vavje 娼妓
vavjo 婚嫁
vavmb 綠暗紅稀
vavpa 結婚紀念日
vavsb 娼婦
vavwi 婚姻法
vavwk 婚姻
vawr 縮回
vawrw 繪圖
vawwi 繪圖機
vawwr 縮圖器
vayaq 如指諸掌
vayhr 織造
vayjr 絺繪章句
vaymb 以白詆青
vaymr 緒言
vayog 縮進
vayrb 緒論
vayru 響亮
vaysl 如日方中
vayst 如日方升
vayua 將錯就錯
vbabt 締盟
vbanp 納悶
vbbbr 納骨塔
vbbcb 納賄
vbbcj 納罕
vbbd 納采
vbbe 女朋友
vbbth 緣情體物
vbbtk 網膜
vbbu 編目
vbbu 綱目
vbbu 網目
vbcv 女嬰
vbcve 編錄
vbdug 以偏概全
vbebb 嬌滴滴
vbebe 經綸滿腹
vbehv 編派
vbehv 嫡派
vbeyf 納涼
vbf 嬌小
vbfbb 綱常
vbfdj 納粹
vbfjf 納粹黨
vbfkc 編類
vbgfo 納款
vbgii 以肉去蟻
vbgit 以骨去螘
vbgjf 樂禍幸災
vbgr 納吉
vbgrq 絕倫超群
vbhbf 編纂
vbhbn 編制
vbhdj 婦科
vbhdr 媾和
vbhds 娟秀
vbhdu 納稅
vbher 終而復始
vbhlo 如有所失
vbhnh 經明行修
vbhnv 編製
vbhog 嚮往
vbhoo 綿綿瓜瓞
vbhop 婦德
vbhpl 編印
vbhpl 絹印
vbhqh 編物
vbhrn 細雨和風
vbhs 編戶
vbhst 網籃
vbhua 納稅者
vbhuo 納稅人
vbhvf 嫡系
vbifw 納福
vbihs 編成
vbikf 編為
vbipp 嬌態
vbjcr 婦容
vbjhf 編寫
vbjhr 嬌客
vbjhw 編審
vbjjg 編輯室
vbjjj 編輯
vbjjl 編輯部
vbjjo 編輯人
vbjka 編者
vbjlv 嬌妻
vbjmv 緩帶輕裘
vbjnr 好肉剜瘡
vbjpu 綿密
vbjyp 納寵
vbkpb 繃帶
vbkrd 網架
vbks 綿力
vblb 綸巾
vblbk 女媧補天
vblga 編書
vblgj 綿裡針
vblle 網版
vblmc 嬌貴
vblnw 彘肩鬥酒
vbmbc 網頁
vbmbc 納貢
vbmbm 綿亙
vbmea 網球拍
vbmec 網球賽
vbmec 網球員
vbmeh 網球場
vbmei 網球肘
vbmfg 樂而不淫
vbmfk 樂而不厭
vbmfu 綿綿不絕
vbmfu 樂而不荒
vbmge 網球
vbmgg 編班
vbmia 斷編殘簡
vbmii 斷雨殘雲
vbmkp 嬌憨
vbmmo 編次
vbmnn 編列
vbmob 以備不時之需
vbmrf 編碼
vbmri 網漏吞舟
vbmwv 綱要
vbnd 繃子
vbnd 綢子
vbnd 網子
vbnd 嫡子
vbndb 婦孺
vbneb 剝膚及髓
vbnfv 好高騖遠
vbnhd 嬌柔
vbnkm 綿延
vbnlo 編隊
vbnmm 嬌弱
vbnwf 網魚
vbo 編入
vbo 婦人
vbo 納入
vbode 綽有餘暇
vbodr 綽有餘裕
vboic 綱領
vboji 嫡傳
vboka 如臂使指
vbolh 編修
vbond 嬌氣
vbonf 紆青佩紫
vboq 編年
vboqa 女青年會
vboqk 編年史
vboqt 編年體
vbovu 以肉餧虎
vboyg 網住
vbpar 婦孺皆知
vbphg 災情慘重
vbpyn 纏綿悱惻
vbq 女用
vbqdf 紆青拖紫
vbqly 編排
vbqmf 縞素
vbqmf 絹素
vbqom 終南捷徑
vbqrc 編撰
vbqwf 剝繭抽絲
vbrfu 以肉啖虎
vbrjc 嬌嗔
vbrmr 網路
vbrp 女同志
vbrry 網路卡
vbrsu 編號
vbsef 繃緊
vbshk 編髮
vbsja 婦職
vbsjs 納聘
vbsjt 婦聯
vbsmm 綸巾羽扇
vbsmv 綿長
vbssu 以肉驅蠅
vbsta 婦聯會
vbsvd 嫡長子
vbtao 繃著臉
vbtei 綿薄
vbtgk 嬌美
vbtgy 牆高基下
vbtis 帑藏
vbtja 編著
vbtov 嬌養
vbtq 綿羊
vbtqg 嬌羞
vbtvb 變醨養瘠
vbtw 編曲
vbutt 嬌豔
vbutu 嬌艷
vbv 嬌女
vbv 婦女
vbvaa 綿綿緡緡
vbvar 編織品
vbvau 嬌媚
vbvdk 嬌嫩
vbvep 以備緩急
vbvep 紅情綠意
vbvfa 編織
vbvfb 綿綿
vbvfb 絹綢
vbvfe 綢緞
vbvfh 綢繆
vbvfi 締約
vbvfm 編組
vbvfo 嬌縱
vbvfr 編結
vbvfr 締結
vbvfr 網絡
vbvfu 綱紀
vbvfw 編練
vbvgg 嬌娃
vbvgu 嬌嬈
vbvhi 嫦娥
vbvhl 婦女節
vbvij 綺襦紈褲
vbvis 婦幼
vbviw 締約國
vbvkv 網狀脈
vbvmk 網狀
vbvoa 婦女會
vbvrb 娟娟
vbvru 纏綿繾綣
vbwfr 網點
vbwlg 網羅
vbwmb 收歸國有
vbwrk 織錦回文
vbwyi 嫡母
vbyck 締交
vbyck 納交
vbydu 嫡親
vbyhr 編造
vbyhr 締造
vbyhv 縞衣
vbyic 嚮導員
vbyiq 絕倫逸群
